Order Customer Id,R_Value,F_Value,M_Value,R_Score,F_Score,M_Score,RFM_Score,RFM_Total_Score,Customer_Segmentation
6237,2228,18,8338.26993612,4,1,1,411,6,Cant lose them
6238,2311,5,1603.7600174,4,3,3,433,10,Loyal Customers
6239,2217,13,7122.829971560001,4,2,1,421,7,Customers Needing Attention
6240,2041,21,6152.490043599999,3,1,1,311,5,At Risk
6241,2192,13,6159.970092919999,4,2,1,421,7,Customers Needing Attention
6242,1950,19,9274.370040720001,3,1,1,311,5,At Risk
6243,2006,11,3700.6901016,3,2,2,322,7,Customers Needing Attention
6244,2417,14,4942.14003002,4,2,2,422,8,Promising
6245,2252,12,6290.97011576,4,2,1,421,7,Customers Needing Attention
6246,2274,12,5500.03994205,4,2,2,422,8,Promising
6247,2002,14,4819.210003492,3,2,2,322,7,Customers Needing Attention
6248,1896,27,10476.85995059,2,1,1,211,4,Lost
6249,1973,18,8855.99002274,3,1,1,311,5,At Risk
6250,2035,14,4910.2700045599995,3,2,2,322,7,Customers Needing Attention
6251,1932,5,2593.2500611,3,3,2,332,8,Promising
6252,2136,7,2801.4499815000004,4,3,2,432,9,Recent Customers
6253,1985,22,7671.480155550001,3,1,1,311,5,At Risk
6254,1960,15,5773.590087999998,3,2,2,322,7,Customers Needing Attention
6255,1978,28,11198.20003936,3,1,1,311,5,At Risk
6256,1937,25,9377.450143990001,3,1,1,311,5,At Risk
6257,1982,16,6834.029995,3,1,1,311,5,At Risk
6258,1966,7,2318.2700195200005,3,3,3,333,9,Recent Customers
6259,1984,16,7625.52005426,3,1,1,311,5,At Risk
6260,2024,7,3551.0900572,3,3,2,332,8,Promising
6261,1988,10,4363.92994712,3,2,2,322,7,Customers Needing Attention
6262,2199,5,2153.6400300800005,4,3,3,433,10,Loyal Customers
6263,2109,23,12282.64997906,4,1,1,411,6,Cant lose them
6264,2196,11,3007.9100148099997,4,2,2,422,8,Promising
6265,2041,13,4534.730087219999,3,2,2,322,7,Customers Needing Attention
6266,1973,27,13945.3599774,3,1,1,311,5,At Risk
6267,2103,2,446.9700165,4,3,3,433,10,Loyal Customers
6268,1894,13,6156.140056779999,2,2,1,221,5,At Risk
6269,2051,20,9866.27019659,3,1,1,311,5,At Risk
6270,2122,18,5420.18010715,4,1,2,412,7,Customers Needing Attention
6271,2049,15,5497.22006611,3,2,2,322,7,Customers Needing Attention
6272,2263,8,2867.53999336,4,2,2,422,8,Promising
6273,2622,6,3023.87005596,4,3,2,432,9,Recent Customers
6274,2155,14,3565.79006006,4,2,2,422,8,Promising
6275,1928,15,4777.56007755,3,2,2,322,7,Customers Needing Attention
6276,2403,12,2661.8000262500004,4,2,2,422,8,Promising
6277,1932,19,8601.60012408,3,1,1,311,5,At Risk
6278,1995,18,8904.73008742,3,1,1,311,5,At Risk
6279,2156,28,9309.779987630001,4,1,1,411,6,Cant lose them
6280,2311,15,6827.840091539999,4,2,1,421,7,Customers Needing Attention
6281,1922,29,11717.569971679999,2,1,1,211,4,Lost
6282,1896,13,5712.18001007,2,2,2,222,6,Cant lose them
6283,1993,10,2972.11001944,3,2,2,322,7,Customers Needing Attention
6284,2051,12,3694.71006195,3,2,2,322,7,Customers Needing Attention
6285,2097,37,18287.010096740003,4,1,1,411,6,Cant lose them
6286,2442,7,5657.0700003,4,3,2,432,9,Recent Customers
6287,2029,21,10612.60008657,3,1,1,311,5,At Risk
6288,1950,24,13501.20007748,3,1,1,311,5,At Risk
6289,1917,16,6219.41011032,2,1,1,211,4,Lost
6290,1921,16,8897.8200643,2,1,1,211,4,Lost
6291,2330,7,2721.3600385800005,4,3,2,432,9,Recent Customers
6292,2212,3,535.2600097,4,3,3,433,10,Loyal Customers
6293,1993,5,3283.2400359000003,3,3,2,332,8,Promising
6294,2210,22,6729.51005327,4,1,1,411,6,Cant lose them
6295,2040,15,7615.070045639999,3,2,1,321,6,Cant lose them
6296,2162,8,3175.5200729999997,4,2,2,422,8,Promising
6297,2386,10,4340.81004709,4,2,2,422,8,Promising
6298,1932,5,1849.7700195,3,3,3,333,9,Recent Customers
6299,2078,15,5295.2900653199995,4,2,2,422,8,Promising
6300,1935,18,9129.120002439999,3,1,1,311,5,At Risk
6301,1973,14,5256.760009639999,3,2,2,322,7,Customers Needing Attention
6302,2092,9,3364.3900492800003,4,2,2,422,8,Promising
6303,1941,32,15964.55001539,3,1,1,311,5,At Risk
6304,1898,16,6359.62004076,2,1,1,211,4,Lost
6305,1928,35,16545.54014246,3,1,1,311,5,At Risk
6306,2526,12,7192.9200669,4,2,1,421,7,Customers Needing Attention
6307,1906,27,7521.7999954199995,2,1,1,211,4,Lost
6308,2135,11,4144.17996206,4,2,2,422,8,Promising
6309,2073,9,3221.7500648200003,4,2,2,422,8,Promising
6310,2390,13,6637.320106300001,4,2,1,421,7,Customers Needing Attention
6311,1944,12,2011.3299920499999,3,2,3,323,8,Promising
6312,1974,11,5073.0501056,3,2,2,322,7,Customers Needing Attention
6313,1951,19,6796.8800771,3,1,1,311,5,At Risk
6314,2054,9,3307.39997846,3,2,2,322,7,Customers Needing Attention
6315,1973,7,2726.80995936,3,3,2,332,8,Promising
6316,1972,39,16117.7602496,3,1,1,311,5,At Risk
6318,2054,20,6614.12007818,3,1,1,311,5,At Risk
6319,1969,26,10438.0501534,3,1,1,311,5,At Risk
6320,2710,13,5200.36998014,4,2,2,422,8,Promising
6321,2137,3,970.2200014,4,3,3,433,10,Loyal Customers
6322,2532,10,3944.10001393,4,2,2,422,8,Promising
6323,2242,12,5530.8301126900005,4,2,2,422,8,Promising
6324,1989,3,2709.769974,3,3,2,332,8,Promising
6325,2262,13,7740.38007362,4,2,1,421,7,Customers Needing Attention
6326,1930,14,3757.46003324,3,2,2,322,7,Customers Needing Attention
6327,2200,20,6755.330062189999,4,1,1,411,6,Cant lose them
6328,1994,7,4356.130081180001,3,3,2,332,8,Promising
6329,2159,5,1579.94002154,4,3,3,433,10,Loyal Customers
6330,2150,13,4755.969978460001,4,2,2,422,8,Promising
6331,2236,6,6449.66006138,4,3,1,431,8,Promising
6332,2024,12,6819.080028359999,3,2,1,321,6,Cant lose them
6333,1914,16,7717.31011933,2,1,1,211,4,Lost
6334,1947,13,5666.830063190001,3,2,2,322,7,Customers Needing Attention
6335,2627,2,692.980011,4,3,3,433,10,Loyal Customers
6336,1888,21,7875.100101760001,2,1,1,211,4,Lost
6337,2043,19,8161.97011608,3,1,1,311,5,At Risk
6338,2057,24,10714.560131139999,3,1,1,311,5,At Risk
6339,2234,13,4700.03001799,4,2,2,422,8,Promising
6340,1999,5,1413.72999951,3,3,3,333,9,Recent Customers
6341,1957,36,16556.87008629,3,1,1,311,5,At Risk
6342,1914,24,13601.13008869,2,1,1,211,4,Lost
6343,2115,8,4053.5900119499997,4,2,2,422,8,Promising
6344,2171,13,3964.9299696399994,4,2,2,422,8,Promising
6345,2003,21,6812.6700000499995,3,1,1,311,5,At Risk
6346,1922,23,7900.86001929,2,1,1,211,4,Lost
6347,1911,14,5377.2200254300005,2,2,2,222,6,Cant lose them
6348,1927,18,7001.999973349999,3,1,1,311,5,At Risk
6349,2381,5,696.27000623,4,3,3,433,10,Loyal Customers
6350,1902,24,14062.88001318,2,1,1,211,4,Lost
6351,2119,11,3101.92003068,4,2,2,422,8,Promising
6352,1909,20,5428.870056050001,2,1,2,212,5,At Risk
6353,1891,9,4926.72995766,2,2,2,222,6,Cant lose them
6354,2579,2,717.7300111,4,3,3,433,10,Loyal Customers
6355,2146,9,5428.48001872,4,2,2,422,8,Promising
6356,1969,22,8621.670097499999,3,1,1,311,5,At Risk
6357,1902,17,5037.090034810001,2,1,2,212,5,At Risk
6358,1887,19,9798.30007963,2,1,1,211,4,Lost
6359,2156,25,15191.490177239999,4,1,1,411,6,Cant lose them
6360,2099,14,4789.1900253,4,2,2,422,8,Promising
6361,2415,17,5031.8399618799995,4,1,2,412,7,Customers Needing Attention
6362,2033,14,2646.9700393700004,3,2,2,322,7,Customers Needing Attention
6363,2249,10,5330.589989099999,4,2,2,422,8,Promising
6364,2028,18,6599.46000318,3,1,1,311,5,At Risk
6365,1904,17,5767.729984199999,2,1,2,212,5,At Risk
6366,2228,10,6023.60008996,4,2,1,421,7,Customers Needing Attention
6367,1997,7,5049.37002212,3,3,2,332,8,Promising
6368,1895,17,5356.8800396100005,2,1,2,212,5,At Risk
6369,2548,8,2161.62000093,4,2,3,423,9,Recent Customers
6370,2177,21,9082.28004869,4,1,1,411,6,Cant lose them
6371,2434,5,1850.12001018,4,3,3,433,10,Loyal Customers
6372,2582,1,215.91000366,4,4,4,444,12,Champions
6373,1898,6,2260.5199968,2,3,3,233,8,Promising
6374,2206,12,4564.220054519999,4,2,2,422,8,Promising
6375,1921,36,15366.45017604,2,1,1,211,4,Lost
6376,2156,15,7406.3601489699995,4,2,1,421,7,Customers Needing Attention
6377,2024,7,2155.68001747,3,3,3,333,9,Recent Customers
6378,2187,20,7783.3001017,4,1,1,411,6,Cant lose them
6379,2365,14,6841.700163039999,4,2,1,421,7,Customers Needing Attention
6380,2311,14,6463.7199473499995,4,2,1,421,7,Customers Needing Attention
6381,2366,6,3275.6899949599997,4,3,2,432,9,Recent Customers
6382,2013,7,2223.0599671,3,3,3,333,9,Recent Customers
6383,2090,13,4903.44999123,4,2,2,422,8,Promising
6384,2034,4,4632.31002818,3,3,2,332,8,Promising
6385,1920,13,5997.070133319999,2,2,2,222,6,Cant lose them
6386,1911,16,4969.09996394,2,1,2,212,5,At Risk
6387,2076,11,6177.4701080999985,4,2,1,421,7,Customers Needing Attention
6388,2018,27,7674.380103969999,3,1,1,311,5,At Risk
6389,2123,10,5103.480079820001,4,2,2,422,8,Promising
6390,2154,12,4723.51001192,4,2,2,422,8,Promising
6391,1961,10,4284.27009205,3,2,2,322,7,Customers Needing Attention
6392,1958,16,9060.620052740001,3,1,1,311,5,At Risk
6393,2060,28,10890.760013719997,3,1,1,311,5,At Risk
6394,2198,4,2315.8400268,4,3,3,433,10,Loyal Customers
6395,1963,16,5826.29009997,3,1,2,312,6,Cant lose them
6396,2076,5,1303.9000244600002,4,3,3,433,10,Loyal Customers
6397,1989,21,8843.91005246,3,1,1,311,5,At Risk
6398,2123,17,7299.150046989999,4,1,1,411,6,Cant lose them
6399,2179,16,6851.6800425,4,1,1,411,6,Cant lose them
6400,1938,16,6301.960048239999,3,1,1,311,5,At Risk
6401,1913,7,1825.9200171500001,2,3,3,233,8,Promising
6402,1888,22,11950.54004718,2,1,1,211,4,Lost
6403,2093,8,4135.93003444,4,2,2,422,8,Promising
6404,2200,19,9171.0601268,4,1,1,411,6,Cant lose them
6405,1891,25,8296.780040889998,2,1,1,211,4,Lost
6406,2143,9,3938.94995496,4,2,2,422,8,Promising
6407,2125,20,8560.550033309999,4,1,1,411,6,Cant lose them
6408,2206,14,4855.57999068,4,2,2,422,8,Promising
6409,1937,13,3722.8400195900003,3,2,2,322,7,Customers Needing Attention
6410,2157,12,4646.2000120600005,4,2,2,422,8,Promising
6411,1990,19,8116.930069000001,3,1,1,311,5,At Risk
6412,1966,22,14501.050094519998,3,1,1,311,5,At Risk
6413,1947,12,6058.80015542,3,2,1,321,6,Cant lose them
6414,2003,9,4543.4000171,3,2,2,322,7,Customers Needing Attention
6415,1943,8,5261.82003377,3,2,2,322,7,Customers Needing Attention
6416,2059,19,11710.47008699,3,1,1,311,5,At Risk
6417,2038,19,10475.62996309,3,1,1,311,5,At Risk
6418,1960,23,8530.490038150001,3,1,1,311,5,At Risk
6419,2188,19,4827.620075159999,4,1,2,412,7,Customers Needing Attention
6420,2417,15,6630.27005808,4,2,1,421,7,Customers Needing Attention
6421,2019,12,3175.4900380100003,3,2,2,322,7,Customers Needing Attention
6422,2264,11,2133.0800054700003,4,2,3,423,9,Recent Customers
6423,1973,17,5955.56000512,3,1,2,312,6,Cant lose them
6424,2619,23,9965.369987989998,4,1,1,411,6,Cant lose them
6425,2041,20,8888.91008782,3,1,1,311,5,At Risk
6426,1930,15,6971.06014614,3,2,1,321,6,Cant lose them
6427,2008,19,8094.950054249999,3,1,1,311,5,At Risk
6428,1914,30,11003.030090029999,2,1,1,211,4,Lost
6429,2031,9,2607.220009,3,2,2,322,7,Customers Needing Attention
6430,2028,27,15043.280201440004,3,1,1,311,5,At Risk
6431,2024,13,5096.21004878,3,2,2,322,7,Customers Needing Attention
6432,2405,7,3023.6600569800003,4,3,2,432,9,Recent Customers
6433,2054,8,3529.1000900000004,3,2,2,322,7,Customers Needing Attention
6434,2104,12,5846.85003652,4,2,2,422,8,Promising
6435,2141,16,6901.409999879999,4,1,1,411,6,Cant lose them
6436,1974,9,5486.2700655,3,2,2,322,7,Customers Needing Attention
6437,2405,9,5199.22004686,4,2,2,422,8,Promising
6438,2068,7,2164.41004547,3,3,3,333,9,Recent Customers
6439,2168,9,2396.31001266,4,2,3,423,9,Recent Customers
6440,2175,21,7696.35997639,4,1,1,411,6,Cant lose them
6441,2000,12,4101.2800446500005,3,2,2,322,7,Customers Needing Attention
6442,2075,16,5745.15007969,4,1,2,412,7,Customers Needing Attention
6443,2257,13,3837.42005912,4,2,2,422,8,Promising
6444,1913,15,7828.670021060001,2,2,1,221,5,At Risk
6445,2084,18,9964.53009771,4,1,1,411,6,Cant lose them
6446,1986,19,5237.3700272099995,3,1,2,312,6,Cant lose them
6447,1970,12,2624.64999559,3,2,2,322,7,Customers Needing Attention
6448,1987,27,10423.200071329999,3,1,1,311,5,At Risk
6449,1938,13,3840.4600753000004,3,2,2,322,7,Customers Needing Attention
6450,2284,10,2235.9500163000002,4,2,3,423,9,Recent Customers
6451,2113,12,7892.2401541399995,4,2,1,421,7,Customers Needing Attention
6452,1987,7,2247.71999387,3,3,3,333,9,Recent Customers
6453,2013,12,3700.97999948,3,2,2,322,7,Customers Needing Attention
6454,1922,12,3806.2200852999995,2,2,2,222,6,Cant lose them
6455,2152,16,5055.95003168,4,1,2,412,7,Customers Needing Attention
6456,1941,8,1648.39001068,3,2,3,323,8,Promising
6457,1954,22,9787.06002855,3,1,1,311,5,At Risk
6458,2495,5,2284.00001914,4,3,3,433,10,Loyal Customers
6459,1952,24,11652.86016457,3,1,1,311,5,At Risk
6460,2162,9,3015.70003892,4,2,2,422,8,Promising
6461,2145,24,13393.04014559,4,1,1,411,6,Cant lose them
6462,1888,6,3022.38002752,2,3,2,232,7,Customers Needing Attention
6463,2050,10,4081.18006102,3,2,2,322,7,Customers Needing Attention
6464,2539,7,5575.300079499999,4,3,2,432,9,Recent Customers
6465,2386,13,5790.42003638,4,2,2,422,8,Promising
6466,2170,14,4991.20006562,4,2,2,422,8,Promising
6467,2021,10,5884.84002677,3,2,2,322,7,Customers Needing Attention
6468,1963,12,4360.670105100001,3,2,2,322,7,Customers Needing Attention
6469,1932,11,6623.419998200001,3,2,1,321,6,Cant lose them
6470,2057,27,11083.55007558,3,1,1,311,5,At Risk
6471,2083,12,4259.76005936,4,2,2,422,8,Promising
6472,2232,24,11641.160194159998,4,1,1,411,6,Cant lose them
6473,1928,28,12422.4002263,3,1,1,311,5,At Risk
6474,1895,34,13482.81007163,2,1,1,211,4,Lost
6475,2339,9,3577.0900191,4,2,2,422,8,Promising
6476,2217,19,8536.76001767,4,1,1,411,6,Cant lose them
6477,2189,10,5042.1201821800005,4,2,2,422,8,Promising
6478,2188,16,4737.65004733,4,1,2,412,7,Customers Needing Attention
6479,1952,6,3203.6200866,3,3,2,332,8,Promising
6480,2030,29,10554.11998206,3,1,1,311,5,At Risk
6481,1941,9,5372.990013500001,3,2,2,322,7,Customers Needing Attention
6482,2100,9,3811.85003646,4,2,2,422,8,Promising
6483,1911,14,6393.7099950699985,2,2,1,221,5,At Risk
6484,1910,18,9407.83012005,2,1,1,211,4,Lost
6485,1956,7,2066.8200378,3,3,3,333,9,Recent Customers
6486,2114,13,3276.1000596,4,2,2,422,8,Promising
6487,2397,11,5536.64995612,4,2,2,422,8,Promising
6488,1951,25,8932.170059240001,3,1,1,311,5,At Risk
6489,2140,11,4840.03995538,4,2,2,422,8,Promising
6490,2146,12,3200.5800134000006,4,2,2,422,8,Promising
6491,2244,14,5010.4400748,4,2,2,422,8,Promising
6492,2092,15,7241.510033199998,4,2,1,421,7,Customers Needing Attention
6493,1926,14,5996.109928510001,3,2,2,322,7,Customers Needing Attention
6494,2079,23,9184.06008464,4,1,1,411,6,Cant lose them
6495,2140,5,1341.8900108399998,4,3,3,433,10,Loyal Customers
6496,1892,15,7439.220054869998,2,2,1,221,5,At Risk
6497,2232,6,1844.2000275,4,3,3,433,10,Loyal Customers
6498,1943,18,9848.47008103,3,1,1,311,5,At Risk
6499,2157,13,6491.9500884499985,4,2,1,421,7,Customers Needing Attention
6500,2056,18,8413.89997875,3,1,1,311,5,At Risk
6501,2399,13,2464.54000094,4,2,3,423,9,Recent Customers
6502,2021,2,231.9900055,3,3,4,334,10,Loyal Customers
6503,2427,9,2264.81000892,4,2,3,423,9,Recent Customers
6504,1943,14,4182.77009584,3,2,2,322,7,Customers Needing Attention
6505,1920,14,7797.920082299999,2,2,1,221,5,At Risk
6506,1938,12,5675.740040090001,3,2,2,322,7,Customers Needing Attention
6507,2180,7,2425.39998624,4,3,3,433,10,Loyal Customers
6508,1898,18,5794.4900093999995,2,1,2,212,5,At Risk
6509,1966,1,122.8399963,3,4,4,344,11,Champions
6510,2004,20,7483.780109479999,3,1,1,311,5,At Risk
6511,2682,7,3616.75002272,4,3,2,432,9,Recent Customers
6512,1944,13,7159.080068509999,3,2,1,321,6,Cant lose them
6513,2208,10,4708.41002275,4,2,2,422,8,Promising
6514,2136,27,14088.950031800001,4,1,1,411,6,Cant lose them
6515,2773,8,2796.84998308,4,2,2,422,8,Promising
6516,1934,20,7965.269983089998,3,1,1,311,5,At Risk
6517,1886,10,3964.6600224800004,2,2,2,222,6,Cant lose them
6518,1931,19,7766.06008941,3,1,1,311,5,At Risk
6519,2671,4,1451.63005062,4,3,3,433,10,Loyal Customers
6520,2149,4,1260.69002518,4,3,3,433,10,Loyal Customers
6521,1986,27,7457.44007096,3,1,1,311,5,At Risk
6523,1912,13,6791.2900314399985,2,2,1,221,5,At Risk
6524,1887,21,9443.46010589,2,1,1,211,4,Lost
6525,1895,13,4055.88999181,2,2,2,222,6,Cant lose them
6526,1973,17,8540.97000494,3,1,1,311,5,At Risk
6527,2338,7,2302.58000198,4,3,3,433,10,Loyal Customers
6528,2159,8,3390.7801057,4,2,2,422,8,Promising
6529,2038,27,7816.050044610001,3,1,1,311,5,At Risk
6530,2020,14,4915.03998582,3,2,2,322,7,Customers Needing Attention
6531,1985,7,2230.99000542,3,3,3,333,9,Recent Customers
6532,2244,26,8970.05013665,4,1,1,411,6,Cant lose them
6533,1930,10,2540.4400213899994,3,2,3,323,8,Promising
6534,2290,8,1890.36999106,4,2,3,423,9,Recent Customers
6535,1913,16,5862.459999459999,2,1,2,212,5,At Risk
6536,2398,16,7752.30997859,4,1,1,411,6,Cant lose them
6537,1932,16,6332.49004342,3,1,1,311,5,At Risk
6538,1924,11,4138.399971,2,2,2,222,6,Cant lose them
6539,2015,10,3215.65007788,3,2,2,322,7,Customers Needing Attention
6540,1923,8,3174.8000335,2,2,2,222,6,Cant lose them
6541,2518,5,2167.0200191999998,4,3,3,433,10,Loyal Customers
6542,1955,16,5739.82008001,3,1,2,312,6,Cant lose them
6543,2066,22,6207.330043061998,3,1,1,311,5,At Risk
6544,2014,5,5939.26005566,3,3,2,332,8,Promising
6545,1946,10,3274.29009623,3,2,2,322,7,Customers Needing Attention
6546,2007,13,5193.200039089999,3,2,2,322,7,Customers Needing Attention
6547,2048,23,7442.540027660001,3,1,1,311,5,At Risk
6548,2823,1,134.36000062,4,4,4,444,12,Champions
6549,2070,5,2987.5700683,3,3,2,332,8,Promising
6550,2124,14,6830.99006125,4,2,1,421,7,Customers Needing Attention
6551,2146,9,3341.1900027,4,2,2,422,8,Promising
6552,2474,9,2162.83004367,4,2,3,423,9,Recent Customers
6553,1917,27,10632.100044109999,2,1,1,211,4,Lost
6554,1940,22,8211.86012622,3,1,1,311,5,At Risk
6555,2046,1,195.9900055,3,4,4,344,11,Champions
6556,2068,6,1323.2200242,3,3,3,333,9,Recent Customers
6557,2273,17,4335.38000865,4,1,2,412,7,Customers Needing Attention
6558,2065,9,2935.6799929000003,3,2,2,322,7,Customers Needing Attention
6559,2665,5,2152.08006665,4,3,3,433,10,Loyal Customers
6560,1894,23,9564.350044509998,2,1,1,211,4,Lost
6561,2303,19,7951.9300063,4,1,1,411,6,Cant lose them
6562,2395,6,2347.720024,4,3,3,433,10,Loyal Customers
6563,1906,13,8156.3799636,2,2,1,221,5,At Risk
6564,2008,12,4201.04012296,3,2,2,322,7,Customers Needing Attention
6565,2212,15,5626.78005047,4,2,2,422,8,Promising
6566,1928,23,10115.78011664,3,1,1,311,5,At Risk
6567,1924,12,4758.4000475,2,2,2,222,6,Cant lose them
6568,1989,19,6009.41005501,3,1,1,311,5,At Risk
6569,2046,16,10451.920089180001,3,1,1,311,5,At Risk
6570,1989,6,4274.7100371999995,3,3,2,332,8,Promising
6571,2154,24,10766.10005755,4,1,1,411,6,Cant lose them
6572,2122,8,2330.1300203,4,2,3,423,9,Recent Customers
6573,2139,23,13155.21005288,4,1,1,411,6,Cant lose them
6574,1890,16,4495.81002436,2,1,2,212,5,At Risk
6575,2229,10,4306.64000736,4,2,2,422,8,Promising
6576,2169,12,4042.49008558,4,2,2,422,8,Promising
6577,2074,5,703.80001452,4,3,3,433,10,Loyal Customers
6578,2223,5,1650.7300033600002,4,3,3,433,10,Loyal Customers
6579,2301,17,7389.669971249999,4,1,1,411,6,Cant lose them
6580,1914,13,5407.7200474,2,2,2,222,6,Cant lose them
6581,1899,24,12318.00000023,2,1,1,211,4,Lost
6582,1962,18,5973.7600482,3,1,2,312,6,Cant lose them
6583,2046,10,6080.6700743599995,3,2,1,321,6,Cant lose them
6584,1887,27,9684.000119729999,2,1,1,211,4,Lost
6585,2122,23,7865.2300575499985,4,1,1,411,6,Cant lose them
6586,1925,14,6061.079982999999,3,2,1,321,6,Cant lose them
6587,1909,33,10239.310104379998,2,1,1,211,4,Lost
6588,2175,9,5548.2000733,4,2,2,422,8,Promising
6589,1893,10,3853.0101279199994,2,2,2,222,6,Cant lose them
6590,2201,11,6709.500152719999,4,2,1,421,7,Customers Needing Attention
6591,1920,21,7556.47011534,2,1,1,211,4,Lost
6592,2357,16,8759.63000163,4,1,1,411,6,Cant lose them
6593,2043,13,7502.14012854,3,2,1,321,6,Cant lose them
6594,2003,6,2710.35993982,3,3,2,332,8,Promising
6595,2271,5,2654.74002826,4,3,2,432,9,Recent Customers
6596,1992,6,1376.3399812,3,3,3,333,9,Recent Customers
6597,2096,11,4144.9600158700005,4,2,2,422,8,Promising
6598,1904,6,2506.1599731,2,3,3,233,8,Promising
6599,1887,18,4440.96000645,2,1,2,212,5,At Risk
6600,1980,12,5993.26004026,3,2,2,322,7,Customers Needing Attention
6601,2404,7,3506.55004158,4,3,2,432,9,Recent Customers
6602,2094,19,11882.21002752,4,1,1,411,6,Cant lose them
6603,2018,19,10286.45007332,3,1,1,311,5,At Risk
6604,1924,14,4759.1500406000005,2,2,2,222,6,Cant lose them
6605,1931,16,5179.159990710001,3,1,2,312,6,Cant lose them
6606,2190,14,4138.659977310001,4,2,2,422,8,Promising
6607,2407,6,1596.97998818,4,3,3,433,10,Loyal Customers
6608,2373,5,1062.3800047200002,4,3,3,433,10,Loyal Customers
6609,2601,7,2910.4600371,4,3,2,432,9,Recent Customers
6610,2187,7,2453.71001042,4,3,3,433,10,Loyal Customers
6611,1967,15,6695.61009604,3,2,1,321,6,Cant lose them
6612,2494,7,2595.9099921199995,4,3,2,432,9,Recent Customers
6614,2026,13,3811.8800429999997,3,2,2,322,7,Customers Needing Attention
6615,1913,35,16941.770107400003,2,1,1,211,4,Lost
6616,2090,20,8001.0600071399995,4,1,1,411,6,Cant lose them
6617,1934,16,5024.8500557,3,1,2,312,6,Cant lose them
6618,1934,8,2055.19001766,3,2,3,323,8,Promising
6619,2637,9,3866.28002926,4,2,2,422,8,Promising
6620,1929,16,7027.97011536,3,1,1,311,5,At Risk
6621,1961,9,6001.870041,3,2,2,322,7,Customers Needing Attention
6622,2194,13,5066.5799563400005,4,2,2,422,8,Promising
6623,2118,31,10526.41007222,4,1,1,411,6,Cant lose them
6624,2023,7,5192.099953019999,3,3,2,332,8,Promising
6625,1957,4,1161.14002226,3,3,3,333,9,Recent Customers
6626,1891,16,6086.29005057,2,1,1,211,4,Lost
6627,2150,1,129.9900055,4,4,4,444,12,Champions
6628,2651,6,2650.58003976,4,3,2,432,9,Recent Customers
6629,1954,3,455.46000676,3,3,3,333,9,Recent Customers
6630,1981,26,7146.36002907,3,1,1,311,5,At Risk
6631,1894,11,3052.3700084,2,2,2,222,6,Cant lose them
6632,1925,9,5929.34003436,3,2,2,322,7,Customers Needing Attention
6633,2163,7,4087.0000307200003,4,3,2,432,9,Recent Customers
6634,2081,11,3449.3400879200003,4,2,2,422,8,Promising
6635,2097,26,9218.089982910002,4,1,1,411,6,Cant lose them
6636,2120,5,1997.0199623599997,4,3,3,433,10,Loyal Customers
6637,2217,20,6389.070010899999,4,1,1,411,6,Cant lose them
6638,2126,9,3442.65003586,4,2,2,422,8,Promising
6639,2064,5,959.7099687,3,3,3,333,9,Recent Customers
6640,1999,11,5416.7201271799995,3,2,2,322,7,Customers Needing Attention
6641,2230,14,5756.640155839999,4,2,2,422,8,Promising
6642,2023,9,3266.38002958,3,2,2,322,7,Customers Needing Attention
6643,2029,29,16096.350155300002,3,1,1,311,5,At Risk
6644,1955,3,747.97001268,3,3,3,333,9,Recent Customers
6645,1991,14,4971.80002823,3,2,2,322,7,Customers Needing Attention
6646,2220,8,2387.9000471,4,2,3,423,9,Recent Customers
6647,2719,5,2423.1600264999997,4,3,3,433,10,Loyal Customers
6648,2438,7,3608.96998596,4,3,2,432,9,Recent Customers
6649,1894,21,7917.090057479999,2,1,1,211,4,Lost
6650,1938,8,4339.55002594,3,2,2,322,7,Customers Needing Attention
6651,2293,4,3379.8099519999996,4,3,2,432,9,Recent Customers
6652,1902,15,8297.78006353,2,2,1,221,5,At Risk
6653,2167,4,4111.1299745,4,3,2,432,9,Recent Customers
6654,1924,17,4188.42000972,2,1,2,212,5,At Risk
6655,1907,10,4476.880050400001,2,2,2,222,6,Cant lose them
6656,2241,8,1623.0400275999998,4,2,3,423,9,Recent Customers
6657,2562,5,1589.4900362,4,3,3,433,10,Loyal Customers
6658,2150,17,6015.6500380200005,4,1,1,411,6,Cant lose them
6659,1903,9,2342.4400328,2,2,3,223,7,Customers Needing Attention
6660,1962,30,16316.6301819,3,1,1,311,5,At Risk
6661,1924,15,8634.1200334,2,2,1,221,5,At Risk
6662,2128,6,2948.6100159,4,3,2,432,9,Recent Customers
6663,2308,6,2518.8900300600003,4,3,3,433,10,Loyal Customers
6664,1979,33,14230.980049650001,3,1,1,311,5,At Risk
6665,2395,9,3455.20006166,4,2,2,422,8,Promising
6666,2129,6,2112.56000898,4,3,3,433,10,Loyal Customers
6667,2559,10,2437.1100159,4,2,3,423,9,Recent Customers
6668,1889,5,2442.6199722600004,2,3,3,233,8,Promising
6669,2005,21,12437.410240259998,3,1,1,311,5,At Risk
6670,2163,17,6908.97999612,4,1,1,411,6,Cant lose them
6671,1888,24,9188.8100625,2,1,1,211,4,Lost
6672,2046,24,9867.050201080001,3,1,1,311,5,At Risk
6673,2365,7,2145.5800169199997,4,3,3,433,10,Loyal Customers
6674,2148,7,2613.3800009399997,4,3,2,432,9,Recent Customers
6675,2147,9,2610.68000787,4,2,2,422,8,Promising
6676,1935,11,2695.68000794,3,2,2,322,7,Customers Needing Attention
